,id,collection,dc.contributor.advisor,dc.contributor.author[],dc.title[de],dc.title[en],tuhh.contributor.referee,PPN,Verfasser,sonstPers,Titel,RefID_plus_KoRef,Ref,RefKopie,RefID_plus_KoRefKopie
2680.0,6487,20.500.12738/6,"Schillmöller, Zita","Steinke, Susanne::rp08183::600",Überleitung zwischen Einrichtungen der Gesundheitsversorgung von Patientinnen und Patienten mit multiresistenten Erregern - Eine Analyse einrichtungsübergreifender Anforderungen in Deutschland,," Polenz, Wolf ",781362717,"Steinke, Susanne","Schillmöller, Zita [Ref.]; Polenz, Wolf [Ko-Ref.]",Überleitung zwischen Einrichtungen der Gesundheitsversorgung von Patientinnen und Patienten mit multiresistenten Erregern," Polenz, Wolf [Ko-Ref.]","Schillmöller, Zita [Ref.]","Schillmöller, Zita"," Polenz, Wolf "
2309.0,6863,20.500.12738/6,"Floeter, Carolin","Heseding, Jens::rp05509::500",Variabilität von Gasflüssen auf verschiedenen räumlichen Skalenebenen in einer als Methanoxidationsschicht ausgeführten Deponie-Abdeckschicht,," Pfeiffer, Eva-Maria ",81612275X,"Heseding, Jens","Floeter, Carolin [Ref.]; Pfeiffer, Eva-Maria [Ko-Ref.]",Variabilität von Gasflüssen auf verschiedenen räumlichen Skalenebenen in einer als Methanoxidationsschicht ausgeführten Deponie-Abdeckschicht," Pfeiffer, Eva-Maria [Ko-Ref.]","Floeter, Carolin [Ref.]","Floeter, Carolin"," Pfeiffer, Eva-Maria "
1988.0,7170,20.500.12738/6,"Wendholt, Birgit","Eberhardt, Björn::rp08805::600",Distributed streaming and compression architecture for point clouds from mobile devices,," Schmidt, Thomas C. ",840788088,"Eberhardt, Björn","Wendholt, Birgit [Ref.]; Schmidt, Thomas C. [Ko-Ref.]",Verteilte Streaming- und Kompressionsarchitektur für Punktwolken von mobilen Geräten," Schmidt, Thomas C. [Ko-Ref.]","Wendholt, Birgit [Ref.]","Wendholt, Birgit"," Schmidt, Thomas C. "
2298.0,6875,20.500.12738/6,"Marsolek, Jens","Krambeer, Sven::rp08534::600",Konzeption eines reversiblen Airbags für Schlittenversuche,," Eickhoff, Burkhard ",816879729,"Krambeer, Sven","Marsolek, Jens [Ref.]; Eickhoff, Burkhard [Ko-Ref.]",Konzeption eines reversiblen Airbags für Schlittenversuche," Eickhoff, Burkhard [Ko-Ref.]","Marsolek, Jens [Ref.]","Marsolek, Jens"," Eickhoff, Burkhard "
2306.0,6866,20.500.12738/6,"Kellner, Bernd","Ouvrier, Robert Leon::rp08524::600",Gefahren im Umgang mit Lithium-Batterien aus brandschutztechnischerSicht,," Kattge, Andreas ",816125384,"Ouvrier, Robert Leon","Kellner, Bernd [Ref.]; Kattge, Andreas [Ko-Ref.]",Gefahren im Umgang mit Lithium-Batterien aus brandschutztechnischer Sicht," Kattge, Andreas [Ko-Ref.]","Kellner, Bernd [Ref.]","Kellner, Bernd"," Kattge, Andreas "
1986.0,7172,20.500.12738/6,"Luck, Kai von","Quitmann, Robin::rp08807::600",Digitale Kommunikation an Hochschulen,," Draheim, Susanne ",841223181,"Quitmann, Robin","Luck, Kai von [Ref.]; Draheim, Susanne [Ko-Ref.]",Digitale Kommunikation an Hochschulen," Draheim, Susanne [Ko-Ref.]","Luck, Kai von [Ref.]","Luck, Kai von"," Draheim, Susanne "
1724.0,7292,20.500.12738/6,"Stank, Rainer","Siemers, Magda-Lena::rp07795::500",Numerische Simulation von Zweiphasenströmungen in dem Ansaugtrakt einer Gasturbine zur Optimierung des austretenden Strömungsbildes,," Joos, Franz ",856957100,"Siemers, Magda-Lena","Stank, Rainer [AkademischeR BetreuerIn]; Joos, Franz ; ID: gnd/110370422",Numerische Simulation von Zweiphasenströmungen in dem Ansaugtrakt einer Gasturbine zur Optimierung des austretenden Strömungsbildes," Joos, Franz ; ID: gnd/110370422","Stank, Rainer [AkademischeR BetreuerIn]","Stank, Rainer"," Joos, Franz "
3388.0,5669,20.500.12738/6,"Pareigis, Stephan","Blanck, Ilona::rp00400::500",Ausweichmanöver von kognitiven autonomen Fahr-zeugen an statischen Hindernissen,," Dai, Zhen Ru ",686081765,"Blanck, Ilona","Pareigis, Stephan [Ref.]; Dai, Zhen Ru [Ko-Ref.]",Ausweichmanöver von kognitiven autonomen Fahrzeugen an statischen Hindernisse," Dai, Zhen Ru [Ko-Ref.]","Pareigis, Stephan [Ref.]","Pareigis, Stephan"," Dai, Zhen Ru "
2304.0,6869,20.500.12738/6,"Hamm, Michael","Mörlins, Friderike::rp08528::600",Grüner Kaffee und grüner Tee – Ein möglicher Beitrag zur Gewichtsreduktion,," Lorenz, Jürgen ",816150052,"Mörlins, Friderike","Hamm, Michael [Ref.]; Lorenz, Jürgen [Ko-Ref.]",Grüner Kaffee und grüner Tee," Lorenz, Jürgen [Ko-Ref.]","Hamm, Michael [Ref.]","Hamm, Michael"," Lorenz, Jürgen "
1978.0,7181,20.500.12738/6,"Nannen-Ottens, Silya","Jansen, Verena::rp08816::600",Symptomlinderung bei Reizdarmsyndrom durch die FODMAP-Diät – Wie ist die Evidenz?,," Adam, Sibylle ",843554592,"Jansen, Verena","Nannen-Ottens, Silya [Ref.]; Adam, Sibylle [Ko-Ref.]",Symptomlinderung bei Reizdarmsyndrom durch die FODMAP-Diät," Adam, Sibylle [Ko-Ref.]","Nannen-Ottens, Silya [Ref.]","Nannen-Ottens, Silya"," Adam, Sibylle "
1984.0,7174,20.500.12738/6,"Andrä, Jörg","Gebauer, Nadine::rp08809::600",Charakterisierung der membranpermeabilisierenden Aktivität von antimikrobiellen Peptiden an Bakterien und rekonstituierten Lipidmembranen,," Gutsmann, Thomas ",841243794,"Gebauer, Nadine","Andrä, Jörg [Ref.]; Gutsmann, Thomas [Ko-Ref.]",Charakterisierung der membranpermeabilisierenden Aktivität von antimikrobiellen Peptiden an Bakterien und rekonstituierten Lipidmembranen," Gutsmann, Thomas [Ko-Ref.]","Andrä, Jörg [Ref.]","Andrä, Jörg"," Gutsmann, Thomas "
2293.0,6881,20.500.12738/6,"Andrä, Jörg","Himat, Zadaf::rp08540::600",Biochemischer Nachweis neu synthetisierter Proteine durch Click-Chemie in hippocampalen Hirnschnitten von Arc/Arg3.1-Wildtyp- und Knockout-Mäusen,," Ohana, Ora ",816884366,"Himat, Zadaf","Andrä, Jörg [Ref.]; Ohana, Ora [Ko-Ref.]",Biochemischer Nachweis neu synthetisierter Proteine durch Click-Chemie in hippocampalen Hirnschnitten von Arc/Arg3.1-Wildtyp- und Knockout-Mäusen," Ohana, Ora [Ko-Ref.]","Andrä, Jörg [Ref.]","Andrä, Jörg"," Ohana, Ora "
3106.0,6035,20.500.12738/6,"Kühle, Heiner","Voss, Henning::rp07767::600",Entwicklung eines Konzepts zur energetischen Inspektion von Lüftungs- und Klimaanlagen in Nichtwohngebäuden gemäß § 12 der EnEV 2009,," Fritsches, Roman ",735468818,"Voss, Henning","Kühle, Heiner [Ref.]; Fritsches, Roman [Ko-Ref.]",Entwicklung eines Konzepts zur energetischen Inspektion von Lüftungs- und Klimaanlagen in Nichtwohngebäuden gemäß § 12 der EnEV 2009," Fritsches, Roman [Ko-Ref.]","Kühle, Heiner [Ref.]","Kühle, Heiner"," Fritsches, Roman "
3256.0,5873,20.500.12738/6,"Perger, Gabriele","Brunstein, Kerry::rp07618::600||Feindt, Lisenka::rp07619::600",Konzept zur betrieblichen Gesundheitsförderung an Bildschirmarbeitsplätzen auf der Grundlage arbeitspädagogischer Erkenntnisse,," Nordlohne, Luzia ",719966019,"Brunstein, Kerry","Perger, Gabriele [Ref.]; Nordlohne, Luzia [Ko-Ref.]",Konzept zur betrieblichen Gesundheitsförderung an Bildschirmarbeitsplätzen auf der Grundlage arbeitspädagogischer Erkenntnisse," Nordlohne, Luzia [Ko-Ref.]","Perger, Gabriele [Ref.]","Perger, Gabriele"," Nordlohne, Luzia "
1449.0,7756,20.500.12738/6,"Thiel-Clemen, Thomas","Hüning, Christian::rp03378::500",,Analysis of Performance and Scalability of the Cloud-Based Multi-Agent System MARS," Sarstedt, Stefan ",875846378,"Hüning, Christian","Thiel-Clemen, Thomas ; ID: gnd/112153385X; Sarstedt, Stefan ; ID: gnd/131782436",Analysis of Performance and Scalability of the Cloud-Based Multi-Agent System MARS," ID: gnd/112153385X; Sarstedt, Stefan ; ID: gnd/131782436","Thiel-Clemen, Thomas ","Thiel-Clemen, Thomas"," Sarstedt, Stefan "
4534.0,7167,20.500.12738/6,"Westenhöfer, Joachim","Barth, Susen::rp08802::600",Auswirkungen des betreuten Wohnens auf das Essverhalten von jungen Frauen mit Anorexia nervosa und Bulimia nervosa,," Baitz, Silke",550456767,"Barth, Susen","Westenhöfer, Joachim; Baitz, Silke",Auswirkungen des betreuten Wohnens auf das Essverhalten von jungen Frauen mit Anorexia nervosa und Bulimia nervosa," Baitz, Silke","Westenhöfer, Joachim","Westenhöfer, Joachim"," Baitz, Silke"
3095.0,6048,20.500.12738/6,"Dehmel, Wilfried","Golembiewski, Steffen::rp07780::600",Untersuchung der Lasten im Nietfeld von Hammer-Stringerkupplungen unter besonderer Berücksichtigung der exzentrischen Lasteinleitung,," Jaudas, Torsten ",735811997,"Golembiewski, Steffen","Dehmel, Wilfried [Ref.]; Jaudas, Torsten [Ko-Ref.]",Untersuchung der Lasten im Nietfeld von “Hammer”-Stringerkupplungen unter besonderer Berücksichtigung der exzentrischen Lasteinleitung," Jaudas, Torsten [Ko-Ref.]","Dehmel, Wilfried [Ref.]","Dehmel, Wilfried"," Jaudas, Torsten "
3383.0,5674,20.500.12738/6,"Sarstedt, Stefan","Hense, Alex::rp07428::600",Evaluierung agiler Vorgehensmodelle in der Softwareentwicklung,," Zukunft, Olaf ",686094883,"Hense, Alex","Sarstedt, Stefan [Ref.]; Zukunft, Olaf [Ko-Ref.]",Evaluierung agiler Vorgehensmodelle in der Softwareentwicklung," Zukunft, Olaf [Ko-Ref.]","Sarstedt, Stefan [Ref.]","Sarstedt, Stefan"," Zukunft, Olaf "
1982.0,7176,20.500.12738/6,"Flothow, Annegret","Buermann, Melina::rp08811::600",Erstellung eines Leitfadens zur Optimierung der Konferenzverpflegung im Betrieb,," Peschke, Ursula ",841244774,"Buermann, Malina","Flothow, Annegret [Ref.]; Peschke, Ursula [Ko-Ref.]",Erstellung eines Leitfadens zur Optimierung der Konferenzverpflegung im Betrieb," Peschke, Ursula [Ko-Ref.]","Flothow, Annegret [Ref.]","Flothow, Annegret"," Peschke, Ursula "
3458.0,5664,20.500.12738/6,"Groen, Gunter","Vicidomini, Stefanie::rp07420::600",Bullying in der Schule – Klassenbezogene Präventions- und Interventionsmaßnahmen,," Homann, Rainer ",685599205,"Vicidomini, Stefanie","Groen, Gunter [Ref.]; Homann, Rainer [Ko-Ref.]",Bullying in der Schule," Homann, Rainer [Ko-Ref.]","Groen, Gunter [Ref.]","Groen, Gunter"," Homann, Rainer "
3116.0,6024,20.500.12738/6,"Sarstedt, Stefan","Kirchner, Christian::rp07759::600",Konzeption und Realisierung einer Anwendung zur mobilen Einsicht der Informationen des Hamburger Volleyball Verbandes,," Neitzke, Michael ",735013837,"Kirchner, Christian","Sarstedt, Stefan [Ref.]; Neitzke, Michael [Ko-Ref.]",Konzeption und Realisierung einer Anwendung zur mobilen Einsicht der Informationen des Hamburger Volleyball Verbandes," Neitzke, Michael [Ko-Ref.]","Sarstedt, Stefan [Ref.]","Sarstedt, Stefan"," Neitzke, Michael "
1890.0,7293,20.500.12738/6,"Friedhoff, Jan","Trzebiakowski, Jacek::rp08918::600",Entwicklung eines Bürgerbuskonzepts im Fokus alternativer Antriebsmöglichkeiten,," Seyfried, Peter ",857101315,"Trzebiatkowski, Jacek","Friedhoff, Jan [AkademischeR BetreuerIn]; Seyfried, Peter [AkademischeR BetreuerIn]",Eintwicklung eines Bürgerbuskonzepts im Fokus alternativer Antriebsmöglichkeiten," Seyfried, Peter [AkademischeR BetreuerIn]","Friedhoff, Jan [AkademischeR BetreuerIn]","Friedhoff, Jan"," Seyfried, Peter "
2159.0,7178,20.500.12738/6,"Geweke, Martin","Jakus, Levente Peter::rp08813::600",Konzepterstellung für eine Knüppelwiedererwärmung zur Nutzung der Abwärme über dem Wendekühlbett inklusive thermodynamischer Betrachtung,," Hölling, Marc ",841245142,"Jakus, Levente Peter","Geweke, Martin [Ref.]; Hölling, Marc [Ko-Ref.]",Konzepterstellung für eine Knüppelwiedererwärmung zur Nutzung der Abwärme über dem Wendekühlbett inklusive thermodynamischer Betrachtung," Hölling, Marc [Ko-Ref.]","Geweke, Martin [Ref.]","Geweke, Martin"," Hölling, Marc "
1989.0,7169,20.500.12738/6,"Klauck, Christoph","Röhricht, Connor::rp08804::600",Applications of Decentralized Trust Management in V2X Communications,," Siedel, Frank ",840688946,"Röhricht, Connor","Klauck, Christoph [Ref.]; Siedel, Frank [Ko-Ref.]",Applications of Decentralized Trust Management in V2X Communications," Siedel, Frank [Ko-Ref.]","Klauck, Christoph [Ref.]","Klauck, Christoph"," Siedel, Frank "
1722.0,7294,20.500.12738/6,"Usbeck, Anna Kerstin","Warstat, Daniel::rp08919::600","Analyse und Optimierung von Führungsschlitten hinsichtlich Lagerung, Verschleiß und Haltbarkeit unter Berücksichtigung von fertigungstechnischen und funktionellen Gesichtspunkten",," Baumgart, Andreas ",857372319,"Warstat, Daniel","Usbeck, Anna Kerstin [AkademischeR BetreuerIn]; Baumgart, Andreas [AkademischeR BetreuerIn]","Analyse und Optimierung von Führungsschlitten hinsichtlich Lagerung, Verschleiß und Haltbarkeit unter Berücksichtigung von fertigungstechnischen und funktionellen Gesichtspunkten"," Baumgart, Andreas [AkademischeR BetreuerIn]","Usbeck, Anna Kerstin [AkademischeR BetreuerIn]","Usbeck, Anna Kerstin"," Baumgart, Andreas "
1979.0,7180,20.500.12738/6,"Rechenbach, Peer","Seeger, Frank::rp08815::600",Analysemethoden für das Potential von terroristischen Anschlägen im Umfeldbedeutender Veranstaltungen - am Beispiel der G7-Außenministerkonferenz 2015,," Jansch, Arne ",84355438X,"Seeger, Frank","Rechenbach, Peer [Ref.]; Jansch, Arne [Ko-Ref.]",Analysemethoden für das Potential von terroristischen Anschlägen im Umfeld bedeutender Veranstaltungen," Jansch, Arne [Ko-Ref.]","Rechenbach, Peer [Ref.]","Rechenbach, Peer"," Jansch, Arne "
1987.0,7171,20.500.12738/6,"Meisel, Andreas","Ahlhoff, Thomas::rp08806::600",Noteneingabe mit Hilfe von Spracherkennung,," Fohl, Wolfgang ",840788932,"Ahlhoff, Thomas","Meisel, Andreas [Ref.]; Fohl, Wolfgang [Ko-Ref.]",Noteneingabe mit Hilfe von Spracherkennung," Fohl, Wolfgang [Ko-Ref.]","Meisel, Andreas [Ref.]","Meisel, Andreas"," Fohl, Wolfgang "
1976.0,7183,20.500.12738/6,"Färber, Christine","Moniak, Aurelia::rp08818::600",Fleischkonsum in Deutschland - Entwicklung und Nachhaltigkeits-Perspektiven,," Flothow, Annegret ",844087076,"Moniak, Aurelia","Färber, Christine [Ref.]; Flothow, Annegret [Ko-Ref.]",Fleischkonsum in Deutschland," Flothow, Annegret [Ko-Ref.]","Färber, Christine [Ref.]","Färber, Christine"," Flothow, Annegret "
1977.0,7182,20.500.12738/6,"Floeter, Carolin","Schott, Fabian::rp08817::600",Optimierung des Algenschnelltestverfahrens zur Gewässerüberwachung hinsichtlichder Parameter Temperatur und Licht,," Wanner, Susanne ",844085677,"Schott, Fabian","Floeter, Carolin [Ref.]; Wanner, Susanne [Ko-Ref.]",Optimierung des Algenschnelltestverfahrens zur Gewässerüberwachung hinsichtlich der Parameter Temperatur und Licht," Wanner, Susanne [Ko-Ref.]","Floeter, Carolin [Ref.]","Floeter, Carolin"," Wanner, Susanne "
1862.0,7282,20.500.12738/6,"Fritsche, Jan","Krabbe, Christina::rp01336::500","Methodenoptimierung und -validierung zur NIR-spektroskopischen Analyse von Schokolade, kakaohaltiger Fettglasur und Backmassen",," Kawiani, Bijan ",861497333,"Krabbe, Christina","Fritsche, Jan [AkademischeR BetreuerIn]; Kawiani, Bijan *1975-* ; ID: gnd/132988976","Methodenoptimierung und -validierung zur NIR-spektroskopischen Analyse von Schokolade, kakaohaltiger Fettglasur und Backmassen"," Kawiani, Bijan *1975-* ; ID: gnd/132988976","Fritsche, Jan [AkademischeR BetreuerIn]","Fritsche, Jan"," Kawiani, Bijan "
1859.0,7283,20.500.12738/6,"Haufs, Michael","Schneiderheinze, Hauke::rp08909::600",Advanced Therapy Medicinal Products - Arzneimittel einer neuen Generation Möglichkeiten und Barrieren der Erstattung im Vergleich zu klassischen Arzneimitteln in Deutschland - Überblick und Analyse,," Preuß, Klaus-Jürgen ",861775449,"Schneiderheinze, Hauke","Haufs, Michael [AkademischeR BetreuerIn]; Preuß, Klaus-Jürgen [AkademischeR BetreuerIn]",Advanced Therapy Medicinal Products - Arzneimittel einer neuen Generation," Preuß, Klaus-Jürgen [AkademischeR BetreuerIn]","Haufs, Michael [AkademischeR BetreuerIn]","Haufs, Michael"," Preuß, Klaus-Jürgen "
1894.0,7284,20.500.12738/6,"Koeppen, Joachim","Riedel, André::rp08910::600",Dimensionierung eines Akkumulatorsystems zur Optimierung der Fahrplantreue eines Windparks,," Veeser, Thomas ",853899835,"Riedel, André","Koeppen, Joachim [AkademischeR BetreuerIn]; Veeser, Thomas [AkademischeR BetreuerIn]",Dimensionierung eines Akkumulatorsystems zur Optimierung der Fahrplantreue eines Windparks," Veeser, Thomas [AkademischeR BetreuerIn]","Koeppen, Joachim [AkademischeR BetreuerIn]","Koeppen, Joachim"," Veeser, Thomas "
1257.0,8765,20.500.12738/6,"Lorenz, Jürgen","Sachse, Emilia::rp10243::600",Fasten als supportive Maßnahme bei Chemotherapien in der Onkologie,," Nannen-Ottens, Silya ",1666342181,"Sachse, Emilia","Lorenz, Jürgen [AkademischeR BetreuerIn]; Nannen-Ottens, Silya *1972-* ; ID: gnd/130687855",Fasten als supportive Maßnahme bei Chemotherapien in der Onkologie," Nannen-Ottens, Silya *1972-* ; ID: gnd/130687855","Lorenz, Jürgen [AkademischeR BetreuerIn]","Lorenz, Jürgen"," Nannen-Ottens, Silya "
1728.0,7286,20.500.12738/6,"Meyer-Eschenbach, Andreas","Sonnenburg, Felix::rp08912::600",Methodische Weiterentwicklung eines Produktes am Beispiel einer mechanischen Baugruppe,," Eiben, Niels ",855944587,"Sonnenburg, Felix","Meyer-Eschenbach, Andreas [AkademischeR BetreuerIn]; Eiben, Niels [AkademischeR BetreuerIn]",Methodische Weiterentwicklung eines Produktes am Beispiel einer mechanischen Baugruppe," Eiben, Niels [AkademischeR BetreuerIn]","Meyer-Eschenbach, Andreas [AkademischeR BetreuerIn]","Meyer-Eschenbach, Andreas"," Eiben, Niels "
885.0,8722,20.500.12738/6,"Krauß-Leichert, Ute","Meyn, Hjalte::rp10202::600",Öffentliche Bibliotheken als Orte des analogen Gamings. Handlungsempfehlungen zur Etablierung analoger Spiele,," Gläser, Christine ",1664650679,"Meyn, Hjalte","Krauß-Leichert, Ute *1954-* ; ID: gnd/115646302; Gläser, Christine *1964-* ; ID: gnd/1026258375",Öffentliche Bibliotheken als Orte des analogen Gamings," ID: gnd/115646302; Gläser, Christine *1964-* ; ID: gnd/1026258375","Krauß-Leichert, Ute *1954-* ","Krauß-Leichert, Ute"," Gläser, Christine "
1854.0,7285,20.500.12738/6,"Kellner, Bernd","Schott, Sebastian::rp08911::600",Bevölkerungsschutzkonzept Sylt - Einbindung von spontanen freiwilligen Helfern in die Strukturen der Gefahrenabwehr,," Gotthardt, Gabriele ",861816501,"Schott, Sebastian","Kellner, Bernd [AkademischeR BetreuerIn]; Gotthardt, Gabriele [AkademischeR BetreuerIn]",Bevölkerungsschutzkonzept Sylt," Gotthardt, Gabriele [AkademischeR BetreuerIn]","Kellner, Bernd [AkademischeR BetreuerIn]","Kellner, Bernd"," Gotthardt, Gabriele "
1727.0,7287,20.500.12738/6,"Meisel, Andrea","Tamou, Steve Herve Feutat::rp08913::600",Subpixelgenaue Kantendetektion für ein Bildmesssystem,," Baran, Reinhard ",856210900,"Tamou, Steve Herve Feutat","Meisel, Andrea [Ref.]; Baran, Reinhard [Ko-Ref.]",Subpixelgenaue Kantendetektion für ein Bildmesssystem," Baran, Reinhard [Ko-Ref.]","Meisel, Andrea [Ref.]","Meisel, Andrea"," Baran, Reinhard "
79.0,9282,20.500.12738/6,"Maaß, Jochen","Ebel, Lucas-Christoph::rp10709::600",Dezentrales Roboter-Schweißen mithilfe einesoptisch verfolgten Eingabegerätes,," Wenck, Florian ",168962292X,"Ebel, Lucas Christoph","Maaß, Jochen [AkademischeR BetreuerIn]; Wenck, Florian *1974-* ; ID: gnd/132284219",Dezentrales Roboter-Schweißen mithilfe eines optisch verfolgten Eingabegerätes," Wenck, Florian *1974-* ; ID: gnd/132284219","Maaß, Jochen [AkademischeR BetreuerIn]","Maaß, Jochen"," Wenck, Florian "
4467.0,8745,20.500.12738/6,"Krauß-Leichert, Ute","Thürsam, Myra::rp10223::600",Vorschulische Sprach- und Leseförderung von Kindern mit Migrationshintergrund in Bibliotheken : Konzeption eines Programms für die Bücherhalle Wilhelmsburg,," Laubach, Gudrun ",559694407,"Thürsam, Myra","Krauß-Leichert, Ute *1954-* ; ID: gnd/115646302; Laubach, Gudrun [Ko-Ref.]",Vorschulische Sprach- und Leseförderung von Kindern mit Migrationshintergrund in Bibliotheken," ID: gnd/115646302; Laubach, Gudrun [Ko-Ref.]","Krauß-Leichert, Ute *1954-* ","Krauß-Leichert, Ute"," Laubach, Gudrun "
1726.0,7288,20.500.12738/6,"Steffens, Ulrike","Bredemeier, Steffen::rp08914::600",Konzept für eine hochverfügbare Datenhaltung für Maschinen- und Anlagendaten im Umfeld Industrie 4.0,," Kossakowski, Klaus-Peter ",856212660,"Bredemeier, Steffen","Steffens, Ulrike [AkademischeR BetreuerIn]; Kossakowski, Klaus-Peter [AkademischeR BetreuerIn]",Konzept für eine hochverfügbare Datenhaltung für Maschinen- und Anlagedaten im Umfeld Industrie 4.0," Kossakowski, Klaus-Peter [AkademischeR BetreuerIn]","Steffens, Ulrike [AkademischeR BetreuerIn]","Steffens, Ulrike"," Kossakowski, Klaus-Peter "
